Price,Close,High,Low,Open,Volume
Ticker,DOW,DOW,DOW,DOW,DOW
Date,,,,,
2024-07-29,49.193546295166016,49.38897950675635,48.89574229176063,49.32383510289291,3314600
2024-07-30,49.96597671508789,50.26378073277077,49.23077504336674,49.23077504336674,4401400
2024-07-31,50.69187927246094,51.10135892668028,50.28239606813752,50.394075242100676,5059300
2024-08-01,49.584415435791016,51.20372789939408,49.17493579619325,50.887310684671824,4273100
2024-08-02,48.402503967285156,49.10979117361468,47.974411134566935,48.905049579660776,4981200
2024-08-05,47.47186279296875,47.76967034437303,46.90417635618588,47.164753969797935,5124500
2024-08-06,48.839900970458984,49.55649293754007,47.909262605434755,47.93718062035232,5549600
2024-08-07,48.5514030456543,49.92875098534001,48.53279340196726,49.249381837340664,4293100
2024-08-08,49.0167236328125,49.2214652202243,48.70030997969073,48.84921198414372,3362600
2024-08-09,49.00741958618164,49.22612018526783,48.44903794817322,48.92366198546999,2592700
2024-08-12,48.597938537597656,49.27730414573193,48.50022193130133,49.1097889491943,2555300
2024-08-13,49.10047912597656,49.1935450935824,48.5886287295073,48.597937101319715,2379600
2024-08-14,49.10047912597656,49.34244709164807,48.793370308136474,49.17493190006123,2310100
2024-08-15,50.133487701416016,50.328924456039104,49.52857489455524,49.84499208048831,3501500
2024-08-16,50.17071533203125,50.235859735153035,49.698881697932805,50.012508510193705,6049300
2024-08-19,49.92875289916992,50.38476373915972,49.85430012115306,50.254474927734066,2096000
2024-08-20,49.063262939453125,49.835691049712295,48.89574772515998,49.817077853668145,4391500
2024-08-21,49.277305603027344,49.43551243215616,49.14701679077917,49.323836814529706,2809500
2024-08-22,48.91435623168945,49.4904209261263,48.8538624628196,49.4262066484668,2916000
2024-08-23,49.81707000732422,50.26377599171364,49.23077039974636,49.33313763670977,4901500
2024-08-26,50.28239059448242,50.77563135053282,50.189328176414485,50.34753499715072,2823300
2024-08-27,50.04042434692383,50.36614634835012,49.896176539164124,50.15209995454091,3650100
2024-08-28,49.798458099365234,50.0590392595616,49.542534675196684,49.64955610072603,2630800
2024-08-29,50.124183654785156,50.48713205453388,49.388978483440795,50.17071486370869,3065900
2024-08-30,50.52020263671875,50.53717257935733,49.7894592101951,50.15247138925368,5339100
2024-09-03,48.96442794799805,50.0327250430842,48.85599368329374,49.709314192555524,3891400
2024-09-04,48.63441467285156,49.51130170962164,48.43451969199281,48.95499478718316,3776000
2024-09-05,48.37983322143555,48.77584649025334,48.11582077870626,48.672127701700845,4508900
2024-09-06,47.78580856323242,48.75698702004898,47.493510493200425,48.3232571846601,4144200
2024-09-09,48.37040328979492,48.827706905143785,47.83295464410782,47.83295464410782,4022400
2024-09-10,47.917816162109375,48.426979183616545,47.611375254895755,48.37040431560989,3196500
2024-09-11,47.83295440673828,48.059250275991836,46.91834718057926,47.97438977462811,3717200
2024-09-12,47.389793395996094,48.00267519160265,46.692054696261756,47.785810266179766,5680600
2024-09-13,47.28607940673828,48.08753691660806,47.1729296713195,47.52180262691773,4411800
2024-09-16,47.76695251464844,48.12525281134896,47.40676746810632,47.43694144982614,3189400
2024-09-17,48.56840896606445,48.898423620622935,47.814095407839126,47.93667248506661,4029600
2024-09-18,48.69098663330078,49.30386843001396,48.38737645653072,48.70041757612143,3428100
2024-09-19,49.869606018066406,50.171331465049654,49.27558247069581,49.54902228104033,4746700
2024-09-20,48.756988525390625,49.78474187819159,48.37040259985177,49.633879165709374,8466000
2024-09-23,49.068145751953125,49.256725045069295,48.66270153065116,48.907852093906584,5029600
2024-09-24,50.39762496948242,50.61448989946043,49.62445309848228,49.68102436908905,4675800
2024-09-25,49.82245635986328,50.66163038755095,49.5395892354636,50.59562817841938,3863200
2024-09-26,51.59510040283203,51.63281338505268,50.38348317575186,50.4070533400334,5672100
2024-09-27,51.934539794921875,52.49084312227149,51.51966463981264,51.85910664059264,5513500
2024-09-30,51.51023864746094,52.18911907000884,50.88792949529569,51.99111242996783,5537800
2024-10-01,51.425376892089844,51.710128777470445,51.06707660204238,51.45366252659201,5461300
2024-10-02,51.5573844909668,51.93454309286169,51.28582943435824,51.5573844909668,6312700
2024-10-03,51.387664794921875,51.61396068122041,50.82193047445216,51.34994821439694,4066300
2024-10-04,52.17969512939453,52.448419471802985,51.774250879886885,51.953399242542154,3443800
2024-10-07,51.50080490112305,51.98639412867975,51.12836180502357,51.877963468448016,3096500
2024-10-08,50.17132568359375,50.86906794737059,50.0817533122759,50.680488665524095,4219200
2024-10-09,50.36933517456055,50.65220591183745,49.846032943040285,50.04875505310162,3186200
2024-10-10,50.55791473388672,50.963358956148625,50.25618930292681,50.36933544032406,2494200
2024-10-11,50.708778381347656,51.07650603228536,50.63334882064678,50.6804927456912,4288600
2024-10-14,50.482486724853516,50.75592652907397,50.28448007911497,50.539057996863974,2736000
2024-10-15,49.567874908447266,50.50134037624765,49.55844756292836,50.25618623054828,4210700
2024-10-16,49.916748046875,50.275048350363896,49.36987204382965,49.59616432203776,4492900
2024-10-17,50.04875946044922,50.18076389781578,49.723460242045086,49.9733262980391,3894000
2024-10-18,50.07704162597656,50.42591098580762,49.803601826474775,50.42591098580762,2395700
2024-10-21,49.22843551635742,50.15247009051984,49.13414766879321,50.11475710960465,3542700
2024-10-22,49.096431732177734,49.313296661888124,48.64384358362768,49.25672539135116,4413700
2024-10-23,48.549556732177734,49.02100317954192,48.201626146343756,48.77584901267601,4522300
2024-10-24,48.07810974121094,49.18129268908136,47.82352823089063,49.04928826080807,5804600
2024-10-25,46.861778259277344,47.83295680378008,46.852347315958305,47.72923800837668,5889700
2024-10-28,47.24835968017578,47.28607625613571,46.64490885221958,46.993778187722256,6457100
2024-10-29,46.654335021972656,47.125781419038084,46.50347231878574,46.99377700335585,4900600
2024-10-30,46.522335052490234,47.27664864051553,46.33375575627118,46.57890992041122,4775700
2024-10-31,46.56005096435547,46.805201528134,46.357328853271916,46.44690123013382,4835200
2024-11-01,46.173465728759766,46.880635392499315,46.069746935915155,46.67319780681009,4980400
2024-11-04,45.21171569824219,45.90002709007318,44.73366902223518,45.54172677759575,14634400
2024-11-05,45.16456985473633,45.16456985473633,44.466827549202605,45.07027840974483,7193500
2024-11-06,45.5888671875,46.86177467436792,45.23528237395625,46.86177467436792,8862800
2024-11-07,46.107460021972656,46.126314713015354,45.27771333891901,45.76801803359386,20309400
2024-11-08,43.83509063720703,45.81516420415921,43.73137184712701,45.81516420415921,12571500
2024-11-11,43.62765121459961,44.29710425357966,43.5333597744858,43.750228288322226,6734700
2024-11-12,42.4678955078125,43.71251380201004,42.34531842822992,43.71251380201004,7101300
2024-11-13,42.420753479003906,42.54238459225073,42.14731367266225,42.33589297347894,6000300
2024-11-14,42.0435905456543,42.55558065093623,41.83615297644295,42.43017645391595,5542400
2024-11-15,41.525001525878906,42.269887732526385,41.48728494904469,42.02473357995471,9814100
2024-11-18,41.694725036621094,42.0058778221215,41.52500402749325,41.6381501679615,5075800
2024-11-19,41.15727615356445,41.48728722685589,40.87440540862787,41.232705714523526,6289700
2024-11-20,41.42128372192383,41.51557156939833,40.85554944337517,41.06298342718924,4808100
2024-11-21,42.25102996826172,42.56218273887723,41.12898517305382,41.308137116813484,6158200
2024-11-22,42.86390686035156,42.93934001266231,42.1095933214974,42.20388116503516,5494100
2024-11-25,43.25049591064453,43.70403003857744,42.87334091228888,43.20335198545644,9463700
2024-11-26,41.9964485168457,42.911052137982985,41.57686148519878,42.882766503398045,9225300
2024-11-27,42.09074020385742,42.505615398828596,42.015310639131556,42.09074020385742,5700600
2024-11-29,42.3493766784668,42.38769411511533,41.815819345375154,42.10989818064129,4339600
2024-12-02,42.51222229003906,42.67506590818163,41.927894193594824,42.41642870217426,7611000
2024-12-03,42.023685455322266,42.617594756397324,41.94705423676049,42.531382351670416,9478500
2024-12-04,41.04661178588867,41.78420597469291,40.443128621173024,41.7171522897245,10962600
2024-12-05,40.414390563964844,41.20946094227518,40.05996340520276,40.989141159577024,9742500
2024-12-06,40.222808837890625,40.74966078571079,39.97374916165812,40.529341013136964,8620000
2024-12-09,40.931663513183594,42.18653212979463,40.63470886689041,42.00931672979117,12855800
2024-12-10,40.40481185913086,40.77360713260366,40.016857867611805,40.61555410348779,7585200
2024-12-11,39.7534294128418,40.44791557345363,39.523528454193766,40.414388730958265,7135900
2024-12-12,39.542686462402344,39.98332965405852,39.49479149600433,39.62889886357946,5738700
2024-12-13,39.14036560058594,39.51395146614704,38.73325289206812,39.51395146614704,7580000
2024-12-16,38.42192840576172,38.97751658628689,38.35487472283888,38.651825703168115,8419800
2024-12-17,38.86256790161133,39.222743013592506,38.55603573591876,38.60393070165479,9702700
2024-12-18,38.46024703979492,39.619322056934045,38.42192960431468,39.13078388994035,11720500
2024-12-19,37.45443344116211,38.87214928229327,37.444855909627506,38.374033597005614,9553500
2024-12-20,38.25908279418945,38.58956428444545,37.214956416687485,37.34906744249338,17715600
2024-12-23,38.28782272338867,38.56561499878964,38.01289895716529,38.30698144137354,6718700
2024-12-24,38.40277099609375,38.48898339909428,37.770547925473785,38.23034619009269,3784100
2024-12-26,38.52729797363281,38.66619592671638,38.172867201977574,38.30697821658177,5274200
2024-12-27,38.34529495239258,38.982308617821296,38.22076876759811,38.43150735563971,4855000
2024-12-30,37.78012466430664,38.239922919274576,37.578963612911615,38.22076785603365,7954900
2024-12-31,38.44108963012695,38.57998759785543,37.77054910301262,37.875920227092976,6867200
2025-01-02,37.885498046875,38.89130701810759,37.83760307760715,38.63267345323081,7130500
2025-01-03,37.74181365966797,38.13934519881127,37.550230125802,37.98129216346243,6839900
2025-01-06,38.07707977294922,38.450665631340286,37.88549625080843,38.124974739946474,6899400
2025-01-07,37.75138854980469,38.26387236589044,37.50711946986797,37.83760095130284,7248700
2025-01-08,37.28200912475586,37.464015113643235,36.71684340307908,37.40653896123379,6196900
2025-01-10,36.87968826293945,37.20058856952963,36.83179329472704,37.09043050805627,7833500
2025-01-13,38.00044631958008,38.01960503792382,36.92758367139393,36.92758367139393,8230600
2025-01-14,38.393192291259766,38.42192853999804,37.99086653816546,38.23992255358447,4516000
2025-01-15,38.69972610473633,39.054153252809904,38.45066642456973,38.77635732268248,5446400
2025-01-16,39.149940490722656,39.32236528690844,38.41234634129489,38.63266975631685,5812300
2025-01-17,39.31278991699219,39.63848081056563,39.26010435669709,39.379843602067446,6194800
2025-01-21,39.83006286621094,40.002484011370726,39.41815958498381,39.5810031986937,5583600
2025-01-22,39.102046966552734,39.71990189995493,39.09246943492361,39.65763880898635,5607300
2025-01-23,39.724693298339844,39.78216579758337,39.17868263061565,39.226577598035846,5442400
2025-01-24,39.62889862060547,40.155750556056795,39.57142612294091,39.96417069163935,5111600
2025-01-27,40.1557502746582,40.203648894578585,39.5378990041838,39.98332912872112,6182700
2025-01-28,39.676795959472656,40.39906466180151,39.542688584699846,40.241965363266566,6009600
2025-01-29,39.32236862182617,39.72948133739967,39.11641696747932,39.49479343263526,6765200
2025-01-30,36.927581787109375,37.81844204680037,35.912195345766044,37.66517596202298,18933200
2025-01-31,37.40653610229492,37.62685585513142,36.79347180672355,37.19100694199767,12725800
2025-02-03,35.806827545166016,36.688106700756855,35.11712827268481,36.59231675920204,14986900
2025-02-04,36.927581787109375,37.28200892300365,35.960090312105535,35.99840774683781,10017100
2025-02-05,36.35283660888672,36.83179360332751,36.132516829942176,36.61147382438297,6757400
2025-02-06,37.13832473754883,37.25327338980253,36.58273288571101,36.611472789388266,7610300
2025-02-07,36.956321716308594,37.382593129088704,36.721630169021616,37.26285388607965,5966200
2025-02-10,36.94674301147461,37.35864632741674,36.54442088194152,37.26285638823799,5911100
2025-02-11,37.004215240478516,37.19579875265657,36.8174223209966,37.02337395711148,5446500
2025-02-12,36.64978790283203,36.93716502513938,36.451502658086554,36.764740213415735,5607400
2025-02-13,36.72642135620117,37.0377441238928,36.44862543092853,36.755157605659804,6619000
2025-02-14,37.04253005981445,37.847177910237,36.9850575624532,37.19579979718224,5387700
2025-02-18,38.048343658447266,38.33571711560119,37.061689794878035,37.09042969849967,7612300
2025-02-19,37.28200912475586,37.73222984991719,37.157482942429645,37.358643994635116,6219800
2025-02-20,37.9238166809082,37.94297540005042,37.29159356582322,37.358647255744955,5747100
2025-02-21,37.8471794128418,38.40277127040307,37.50712039139729,38.16329277748566,5962900
2025-02-24,37.40653610229492,37.78012192902426,37.25806062094133,37.75138568209168,7411700
2025-02-25,37.57896423339844,37.90465512614735,37.34427633622918,37.5406467979805,6180000
2025-02-26,37.2149543762207,37.90465356879953,36.91800339931164,37.87591732049262,6294900
2025-02-27,36.8126335144043,37.15748312222616,36.553996308537904,37.11916568710112,7949600
2025-02-28,37.18339538574219,37.378533337112565,36.70530759098211,36.88093137502076,10056900
2025-03-03,35.1832389831543,37.74929051859823,35.13445170492682,37.72977635169659,10954300
2025-03-04,34.75393295288086,35.32958781981221,34.617337513599956,35.01736860947113,8840500
2025-03-05,36.86141586303711,37.105337362865455,35.31983391953423,35.37837269744714,10393200
2025-03-06,36.52968215942383,36.77360365714902,35.832066527051914,36.417480354760386,9128500
2025-03-07,36.5394401550293,36.70530498264203,35.866214456739385,36.28575971969071,8667000
2025-03-10,36.490657806396484,37.431216071164535,36.257466679306056,36.45162947321738,6310800
2025-03-11,35.778404235839844,36.78336335806567,35.29056123035342,36.69067199600029,6997100
2025-03-12,34.880775451660156,35.90524503522165,34.86126128449414,35.90524503522165,6923900
2025-03-13,35.34910202026367,36.295518596130364,34.75393298686077,34.812475484586926,7958400
2025-03-14,36.07111358642578,36.27600675869911,35.768649578346,35.88573085936693,5991200
2025-03-17,36.59798049926758,36.866295640076515,36.11013749557624,36.11013749557624,5097100
2025-03-18,36.695552825927734,36.880931834970724,36.41260297900931,36.85166244458154,4866000
2025-03-19,36.285762786865234,36.802878923252585,36.13941211282673,36.58822680165984,5525100
2025-03-20,35.71986389160156,36.100380823691175,35.61253783958724,35.86621455366479,5406300
2025-03-21,35.29056167602539,35.47106493023571,34.943218434326525,35.36861834442341,13257700
2025-03-24,35.40764617919922,35.96183660677856,35.09542695390458,35.64180873719682,6797400
2025-03-25,34.46123123168945,35.436917288582016,34.368539865261646,35.40764789789826,7218000
2025-03-26,34.714908599853516,34.910042816300276,34.2758491689551,34.41244460924647,5801600
2025-03-27,34.383174896240234,34.539284501090336,33.768491698791344,34.149008627991805,6911900
2025-03-28,33.52457046508789,34.36366099330702,33.29528366703422,34.20755138726253,6913700
2025-03-31,34.070953369140625,34.35390320270411,33.10502631241938,33.29040531271267,8477200
2025-04-01,33.76849365234375,33.919723793993676,33.265040798917404,33.64165342795687,6446000
2025-04-02,34.041683197021484,34.314874079999974,33.4660283207835,33.48554248698863,5146700
2025-04-03,30.69508171081543,32.8220775609202,30.617026902599356,32.66596794448805,18080900
2025-04-04,27.514347076416016,29.69988358301905,27.363115070243445,29.475474379446396,18677500
2025-04-07,26.850879669189453,28.577844368145882,25.687860625296505,26.558172747126974,19652900
2025-04-08,25.18245506286621,28.29489391453792,24.704369147627027,28.29489391453792,17050500
2025-04-09,29.13398551940918,29.40717641742475,24.450691447878413,24.73364129050702,19876900
2025-04-10,26.62647247314453,28.11927089799595,25.97276276299589,28.099756730893386,15213200
2025-04-11,27.738754272460938,27.816809080821027,25.826408676178527,26.35328002833922,11189100
2025-04-14,28.177810668945312,28.73395324836898,27.57288639521713,28.441246333781784,10448500
2025-04-15,27.02650260925293,28.060729235355684,27.011866053972543,27.38750538263131,12375800
2025-04-16,26.802093505859375,27.49483152725408,26.563051480182335,27.026502698154566,8672400
2025-04-17,27.465560913085938,27.719239499961287,27.05577271289859,27.05577271289859,8474900
2025-04-21,27.436290740966797,27.65094098790368,27.036257774672297,27.485074295870028,7745100
2025-04-22,28.29489517211914,28.636385658460092,27.80705215191019,27.846080486794154,8488300
2025-04-23,28.29489517211914,30.00234574285047,28.036338966919896,29.329121853889554,10727000
2025-04-24,29.036415100097656,29.44522813769352,27.36799110015714,27.826564703548584,13069300
2025-04-25,29.29009437561035,29.348635014955484,28.411977341539902,28.626627593120965,12991600
2025-04-28,29.2217960357666,30.18772493894274,28.98762976138451,29.51450108728422,9347200
2025-04-29,29.904775619506836,29.96819573077385,29.046172755702248,29.075442144769053,9498800
2025-04-30,29.846235275268555,29.895018831510765,29.036415959223532,29.480353020531826,11306100
2025-05-01,29.787694931030273,30.095034688156616,29.534016341913244,29.934047462181876,7009600
2025-05-02,29.680368423461914,30.3048068727688,29.47547339417473,30.109670787847083,8619400
2025-05-05,28.246110916137695,29.270580488858382,28.216839665698416,29.17789098726075,9061700
2025-05-06,28.099756240844727,28.568086938271723,27.933889545312397,28.187568130301454,7691300
2025-05-07,27.758268356323242,28.402220988600956,27.587522184129757,28.29489492956353,8814500
2025-05-08,28.5290584564209,29.016901457100406,27.96218550003057,28.041215455741387,7787000
2025-05-09,28.76322364807129,29.036416405759756,28.49491036266611,28.733954258265197,8162800
2025-05-12,30.22675132751465,31.602468415613835,30.187724855873913,30.8804610110136,11832500
2025-05-13,30.02185821533203,30.46091579214791,29.85599152338648,30.177967824107455,8502800
2025-05-14,29.436447143554688,30.021859124681068,29.31936400294006,29.934047234463442,6434900
2025-05-15,29.173011779785156,29.230577270156786,28.680291155912794,29.075442805075493,6481000
2025-05-16,29.455961227416992,29.558407812057517,28.81200860828601,29.163254307192577,5872600
2025-05-19,29.377906799316406,29.48523099657181,28.690048226339783,28.929090260246895,5937100
2025-05-20,29.06568717956543,29.549625863225828,28.989582673176976,29.407175794855352,5576400
2025-05-21,28.05097198486328,28.94860316281784,27.992431347010882,28.792493554562554,8938600
2025-05-22,27.972917556762695,28.143661861532987,27.63142708624876,27.846079196215243,6885100
2025-05-23,27.631427764892578,27.777780295572096,27.231396645914312,27.46556106719622,7095200
2025-05-27,28.216838836669922,28.33392197401367,27.99243150614885,28.148541115291625,8763100
2025-05-28,27.650941848754883,28.382706360925237,27.572887041895648,28.29489447058692,7731600
2025-05-29,28.090002059936523,28.382707128329393,27.514347145920237,28.138785617677524,10227600
2025-05-30,27.739999771118164,28.040000915527344,27.43000030517578,27.954999923706055,13965300
2025-06-02,27.200000762939453,27.729999542236328,26.854000091552734,27.65999984741211,12390500
2025-06-03,27.790000915527344,28.05500030517578,26.489999771118164,27.200000762939453,10557600
2025-06-04,28.280000686645508,28.329999923706055,27.690000534057617,27.850000381469727,8844700
2025-06-05,28.18000030517578,28.604999542236328,27.950000762939453,28.510000228881836,8634700
2025-06-06,28.549999237060547,28.844999313354492,28.30500030517578,28.350000381469727,6728400
2025-06-09,29.389999389648438,29.795000076293945,28.780000686645508,28.799999237060547,11394400
2025-06-10,30.700000762939453,30.885000228881836,29.549999237060547,29.68000030517578,10985100
2025-06-11,30.68000030517578,31.18000030517578,30.274999618530273,31.059999465942383,7842300
2025-06-12,30.139999389648438,30.450000762939453,29.950000762939453,30.209999084472656,6817200
2025-06-13,29.899999618530273,31.020000457763672,29.790000915527344,29.920000076293945,10271600
2025-06-16,30.56999969482422,30.56999969482422,29.8799991607666,30.34000015258789,10658500
2025-06-17,29.440000534057617,30.610000610351562,29.424999237060547,30.450000762939453,8850700
2025-06-18,28.5,29.420000076293945,28.479999542236328,29.34000015258789,12211600
2025-06-20,27.760000228881836,28.610000610351562,27.520000457763672,28.514999389648438,22583000
2025-06-23,26.8700008392334,27.625,26.610000610351562,27.200000762939453,17264100
2025-06-24,27.530000686645508,27.868000030517578,27.040000915527344,27.25,19116200
2025-06-25,26.81999969482422,27.549999237060547,26.81999969482422,27.530000686645508,15726100
2025-06-26,27.149999618530273,27.549999237060547,27.0,27.100000381469727,13857800
2025-06-27,27.0,27.760000228881836,26.739999771118164,27.399999618530273,18629400
2025-06-30,26.479999542236328,26.920000076293945,26.3799991607666,26.899999618530273,11746900
2025-07-01,27.829999923706055,28.44700050354004,26.3700008392334,26.43000030517578,21426600
2025-07-02,28.729999542236328,28.729999542236328,27.600000381469727,28.149999618530273,14120500
2025-07-03,28.459999084472656,28.780000686645508,28.3700008392334,28.670000076293945,5950000
2025-07-07,27.479999542236328,28.479999542236328,27.084999084472656,28.010000228881836,13061900
2025-07-08,29.059999465942383,29.604999542236328,27.670000076293945,27.709999084472656,18326600
2025-07-09,29.84000015258789,30.329999923706055,29.200000762939453,29.364999771118164,15427600
2025-07-10,30.229999542236328,30.927000045776367,29.584999084472656,29.700000762939453,12068000
2025-07-11,29.549999237060547,29.81999969482422,29.1200008392334,29.6200008392334,12318800
2025-07-14,28.25,29.399999618530273,28.06999969482422,29.25,13284400
2025-07-15,27.989999771118164,28.844999313354492,27.940000534057617,28.670000076293945,9162900
2025-07-16,28.139999389648438,28.290000915527344,27.604999542236328,27.959999084472656,8757000
2025-07-17,28.459999084472656,28.5,27.979999542236328,28.010000228881836,7623200
2025-07-18,28.34000015258789,28.739999771118164,28.100000381469727,28.645000457763672,9013200
2025-07-21,28.389999389648438,28.915000915527344,28.329999923706055,28.59000015258789,7026100
2025-07-22,29.65999984741211,29.7450008392334,28.475000381469727,28.475000381469727,9296400
2025-07-23,30.3700008392334,30.8799991607666,30.014999389648438,30.209999084472656,20963300
2025-07-24,25.06999969482422,27.600000381469727,24.3700008392334,27.190000534057617,66003500
2025-07-25,25.510000228881836,25.649999618530273,24.420000076293945,24.639999389648438,36908200
